date,NDVI,NDVI_normalized,mean_dew_normalized,MJ/m2_normalized
2000-06-30,0.1678946543780428,0.221071643215877,0.813767217351008,0.8594563437608215
2000-07-31,0.2148348214396578,0.3175486506673701,0.9809661241288462,0.9052393974589578
2000-08-31,0.1717952136350174,0.22908853595522682,0.9188514667198118,0.8868189459284811
2000-09-30,0.1483839165377211,0.18097085709097813,0.7048150370528595,0.7587308332255216
2000-10-31,0.1131287211086795,0.10851019141744467,0.47501360548367966,0.525759116404946
2000-11-30,0.3320885257510854,0.55854239254562,0.27783023831872455,0.2173753242397818
2000-12-31,0.3203468802360703,0.5344095678720743,0.10002365541544163,0.05419749215174825
2001-01-31,0.3124862520323528,0.5182534710097003,0.037512933581729045,0.08689937058267545
2001-02-28,0.2774319003761967,0.44620560331679227,0.15795830422084844,0.09549092912196183
2001-03-31,0.3164212627611242,0.5263411725064389,0.18887397800049535,0.21663271944369827
2001-04-30,0.3554681893572734,0.6065950545011439,0.47430108343032723,0.29813208150040166
2001-05-31,0.1913586948138564,0.269297726454922,0.612651398432854,0.6307169413912614
2001-06-30,0.1327212680037459,0.14877912122989886,0.8233223535079603,0.8778620603375065
2001-07-31,0.1874310531614686,0.26122517075935275,0.9586412897114125,0.9073661470987755
2001-08-31,0.1445019754873308,0.17299223070149042,0.8913256998182137,0.9422409381783258
2001-09-30,0.1483762723075484,0.18095514576105542,0.6722839646884547,0.7341969646465536
2001-10-31,0.1287250165029123,0.1405655504235171,0.45372714367323524,0.5575919005848659
2001-11-30,0.2461038497766724,0.38181647220944614,0.19864448953298416,0.1360412228955125
2001-12-31,0.3398948674532784,0.5745869133412702,0.1650599854487798,0.043221573980636
2002-01-31,0.3437607047249359,0.5825324413317096,0.0252818552186678,0.07729092490308313
2002-02-28,0.374992171839888,0.6467230625882379,0.17315587360012233,0.06095473213138852
2002-03-31,0.4179998246528755,0.7351174996055455,0.26795937805616227,0.16597075442313766
2002-04-30,0.4141445413385094,0.727193663361855,0.4790047021762062,0.20899672089364282
2002-05-31,0.289005819118163,0.4699936960018045,0.6082843890613835,0.4020266613824574
2002-06-30,0.1992510455224578,0.28551902317770655,0.7601576721929436,0.699395878110398
2002-07-31,0.1874416527798132,0.2612469563541222,0.8871887009496451,0.9357312283428855
2002-08-31,0.2069696859180468,0.301383289829829,0.9689444712837282,0.8380423364591474
2002-09-30,0.2265709284772598,0.34167009200421083,0.7093171172380118,0.6838545413872753
2002-10-31,0.1756953946562873,0.23710465129962505,0.5261743116370233,0.6174759171200037
2002-11-30,0.1483716562998618,0.18094565839371407,0.2936916496100874,0.3408376655031994
2002-12-31,0.1130178099222766,0.10828223357181108,0.2027092331487163,0.07608789839910356
2003-01-31,0.2304498659344608,0.3496425450521736,0.13505980666408973,0.1055388154548064
2003-02-28,0.3672209349427202,0.6307506933580381,0.21180438351599912,0.03929853725217028
2003-03-31,0.4296971244020533,0.7591591795932296,0.2981179690649452,0.1148884898593335
2003-04-30,0.4882892189815235,0.879584612632744,0.4708353443580155,0.19566429102526398
2003-05-31,0.3633336886253482,0.6227611629536275,0.5142545827220788,0.3064115113265556
2003-06-30,0.3086983794576541,0.5104681853260165,0.7262547297639917,0.6175440776722806
2003-07-31,0.1640168628176037,0.21310154535106235,0.8962567485357074,0.9094280405235737
2003-08-31,0.2108940221609525,0.30944905185517513,0.9151633764290282,0.8718207420168701
2003-09-30,0.1483602362431528,0.1809221865365568,0.773891918120136,0.6808048546064165
2003-10-31,0.1287723992856812,0.14066293714734934,0.3806521582866972,0.4681615860601751
2003-11-30,0.12882131211744,0.14076346860962283,0.18627633603780733,0.20014967936911518
2003-12-31,0.1210356518120315,0.12476145467742432,0.17893340808296965,0.060462995813274356
2004-01-31,0.3945826241360179,0.6869876873321367,0.17141206904589715,0.017989806779409485
2004-02-29,0.4374821743982195,0.7751599391453736,0.1324955319033464,0.07175002290475178
2004-03-31,0.4297309336180639,0.7592286683102318,0.34926184063324484,0.19763098290471776
2004-04-30,0.3633415677166223,0.6227773569979854,0.501882024224784,0.2481632074194278
2004-05-31,0.3085833745750259,0.5102318136296031,0.5624561814655805,0.437450072421909
2004-06-30,0.2460909863935023,0.3817900338562906,0.7457504857759595,0.7022656973685399
2004-07-31,0.2382919638278161,0.36576055621944253,0.8675849879414582,0.947536335115903
2004-08-31,0.1718133486870955,0.229125809268553,0.8733251642075214,0.9154060937022458
2004-09-30,0.2031062243622693,0.2934426446928818,0.7001307274859792,0.7821297749974057
2004-10-31,0.1835907842158128,0.2533321938298193,0.40069621634770314,0.2692617812156689
2004-11-30,0.1757096131318285,0.2371338747995955,0.24754369414360422,0.19861961297471573
2004-12-31,0.332060142784304,0.5584840565006275,0.2238817244799647,0.06564017464088917
2005-01-31,0.4179060155041617,0.7349246918993522,0.10726490574130808,0.026166769190197354
2005-02-28,0.3601955948721612,0.6163113798923039,0.23823508564512288,0.012163101534807387
2005-03-31,0.4609079401540914,0.8233073557154847,0.38508111232630354,0.12904881387240644
2005-04-30,0.4872508125473679,0.8774503563751085,0.38743641396430517,0.21031127554793533
2005-05-31,0.4609687110100831,0.8234322591977976,0.6044269924053683,0.3465106514895524
2005-06-30,0.2734704989689528,0.4380636605626611,0.7412943341117306,0.5649705906182968
2005-07-31,0.207020902804873,0.3014885568597799,0.932535849805197,0.7846857125177296
2005-08-31,0.1913687304352397,0.26931835285613837,0.870488180127527,0.9354976562498495
2005-09-30,0.179592162691809,0.24511375187027887,0.7591176735810554,0.7719653161874487
2005-10-31,0.1287840995816272,0.14068698498547663,0.41127812900767063,0.5088320441188156
2005-11-30,0.1131168991033552,0.108485893427745,0.22266025806773795,0.2443150669155184
2005-12-31,0.0975896956713777,0.07657254043005748,0.06351962878909742,0.16539722132581464
2006-01-31,0.3125132408487091,0.5183089416311255,0.17936392242739738,0.0
2006-02-28,0.4179714689947537,0.7350592196885541,0.34730692654349804,0.03152869583906353
2006-03-31,0.4687196916323543,0.8393629953255507,0.2821980263394652,0.15134792760756957
2006-04-30,0.4531181469271899,0.8072968473120766,0.40792441631491555,0.22985306715448686
2006-05-31,0.2343315059302195,0.3576205526784197,0.6678379255803664,0.5819698770218581
2006-06-30,0.2108960511546387,0.3094532220840268,0.7681391254734721,0.7503310686650932
2006-07-31,0.2187442328739748,0.32558373745316,0.9446338917424152,0.9218836364074338
2006-08-31,0.1992184981816277,0.2854521280164757,0.9952015264514736,0.7882482932332039
2006-09-30,0.1717719150643558,0.2290406499651242,0.7450013503335873,0.7136991087746438
2006-10-31,0.1522650706601501,0.18894786609263917,0.5235817434025873,0.5825888690190051
2006-11-30,0.2108755485271783,0.3094110826485264,0.3053148203878896,0.2250266758384664
2006-12-31,0.4454120503453896,0.7914583621961548,0.152543590482281,0.0138953958014708
2007-01-31,0.2733823056482442,0.43788239517329824,0.05764452611126007,0.08285790718450055
2007-02-28,0.3984999066404165,0.6950389516761768,0.26174435498688625,0.08415935386299074
2007-03-31,0.4648381231703461,0.8313851347239665,0.3027610940564109,0.11996819835467819
2007-04-30,0.4063229562972161,0.7111178126449023,0.4733971761017968,0.3504044513170117
2007-05-31,0.281181721494688,0.45391268112747796,0.6904995183393091,0.6218768482246922
2007-06-30,0.2187121667659558,0.32551783137876905,0.8297963566906974,0.7889325189945419
2007-07-31,0.2108690138722928,0.3093976518495423,0.9237443978101865,0.9547474548471151
2007-08-31,0.1757150894902623,0.23714513046199504,0.9201300420992734,0.9187930426735333
