date,max_dew,mean_dew,min_dew
2000-01-01,253.9853642211528,248.53603498290428,243.22118218863085
2000-01-02,254.27534244443527,248.67378727943034,243.29998238709578
2000-01-03,254.31869101804324,248.2485841838216,242.29284864287237
2000-01-04,253.54663456672318,247.32260825233504,241.245678761283
2000-01-05,252.99313529284478,247.23546347617912,241.2027436478669
2000-01-06,253.1743523185731,248.4031583463021,242.49813077743764
2000-01-07,257.8059017309045,253.38236812818192,245.6580552966324
2000-01-08,259.33527925520207,255.81247773459773,251.95652849999396
2000-01-09,256.9205412475659,254.19199515545748,250.61414577408758
2000-01-10,253.69371276784938,250.78352601236358,247.85269371022892
2000-01-11,256.4014495026532,254.30587558335588,250.06607385365268
2000-01-12,258.2172785823385,256.63969126873604,254.27926481273093
2000-01-13,256.20041448423854,253.51287083736145,249.79271422525858
2000-01-14,252.19777405275684,249.70052725104603,246.2788456029093
2000-01-15,249.12220406541795,245.8596156592311,240.91815691506523
2000-01-16,244.8082187264789,241.29025706257173,237.36988598597733
2000-01-17,247.74873982618783,243.24471564234355,237.56755300491875
2000-01-18,256.17670888844316,253.0320936299472,246.25211722436902
2000-01-19,256.08093804723313,252.28671092919458,245.61700086067825
2000-01-20,248.29221445696598,244.75959619505497,240.29377505944245
2000-01-21,246.97236816104282,243.96507151341785,240.45466622536387
2000-01-22,249.8585270690173,246.9121923270325,243.5448762332559
2000-01-23,248.8010566863567,245.73112171740144,242.2694670089211
2000-01-24,248.9036714060386,246.06586288367077,241.78703243899048
2000-01-25,252.76671948824855,250.07893811004115,245.40754635872779
2000-01-26,254.24518316668937,250.659871770265,245.31899743731384
2000-01-27,250.17930926454164,246.23217398147528,241.20639244893073
2000-01-28,246.81422500011465,243.1260310483558,238.9493903314337
2000-01-29,245.71252023043849,242.19461196454535,238.77986870996753
2000-01-30,252.83008912042882,247.85989078982217,240.58892182551062
2000-01-31,256.57648417085517,253.68770465718688,249.9510340951866
2000-02-01,255.2266918789568,252.80977086054605,249.36939834468623
2000-02-02,253.05795298311423,250.28969431341284,247.01803042351364
2000-02-03,252.91080758934686,250.30009825290878,247.1459805768421
2000-02-04,252.78206142148204,249.8521255085872,245.62198097689645
2000-02-05,251.72085230493937,248.81973201677715,245.01961395954962
2000-02-06,249.8344682484544,245.8768427700335,240.1557233255381
2000-02-07,247.7029243644009,243.75793649248834,239.0432640629778
2000-02-08,248.95793958693153,245.30131827129765,240.8047013557892
2000-02-09,251.90130944484432,248.96977398855057,243.40954708707747
2000-02-10,253.63545893347893,250.94110122086542,247.72677771416596
2000-02-11,252.22401053705886,248.62430978159807,242.45922628541146
2000-02-12,248.9457170139618,245.1959173676355,240.3806887084481
2000-02-13,246.35964801020455,242.55605077836674,238.14513215026054
2000-02-14,244.05053003764658,240.14166036603316,236.23633108430724
2000-02-15,252.31203709804785,248.22881325238887,239.22460577212468
2000-02-16,253.36251557165204,250.47154716251657,246.7947911803361
2000-02-17,252.00569892192655,248.61040245501445,244.3994407019411
2000-02-18,250.13654818889893,246.3201983326985,241.5512363821449
2000-02-19,248.12033056445782,244.634517065856,240.15441509386707
2000-02-20,248.15437093666412,244.88399716644793,240.31934293268742
2000-02-21,248.32699881271353,244.93744719176672,241.53045074484248
2000-02-22,249.13609446355096,245.25459458784167,240.68658962736473
2000-02-23,249.54422212997702,245.7262516903959,240.92557232632592
2000-02-24,248.62274644738824,244.09824388080563,239.06433865509723
2000-02-25,247.04678084145274,242.0306856124005,236.9775057694106
